"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"Female"	"F"	"Minnesota"	"27"	81	2531205	3.2001
	"2002"	"2002"	"Female"	"F"	"Mississippi"	"28"	33	1475412	2.2367
	"2002"	"2002"	"Female"	"F"	"Missouri"	"29"	76	2910476	2.6113
	"2002"	"2002"	"Female"	"F"	"Montana"	"30"	31	456712	6.7876
	"2002"	"2002"	"Female"	"F"	"Nebraska"	"31"	32	874803	3.6580
	"2002"	"2002"	"Female"	"F"	"Nevada"	"32"	59	1069764	5.5152
	"2002"	"2002"	"Female"	"F"	"New Hampshire"	"33"	21	643680	3.2625
	"2002"	"2002"	"Female"	"F"	"New Jersey"	"34"	122	4398801	2.7735
	"2002"	"2002"	"Female"	"F"	"New Mexico"	"35"	65	941856	6.9013
	"2002"	"2002"	"Female"	"F"	"New York"	"36"	279	9902927	2.8173
	"2002"	"2002"	"Female"	"F"	"North Carolina"	"37"	133	4250179	3.1293
	"2002"	"2002"	"Female"	"F"	"North Dakota"	"38"	13	319017	Unreliable
	"2002"	"2002"	"Female"	"F"	"Ohio"	"39"	138	5859385	2.3552
	"2002"	"2002"	"Female"	"F"	"Oklahoma"	"40"	64	1769080	3.6177
	"2002"	"2002"	"Female"	"F"	"Oregon"	"41"	122	1771126	6.8883
	"2002"	"2002"	"Female"	"F"	"Pennsylvania"	"42"	112	6363832	1.7599
	"2002"	"2002"	"Female"	"F"	"Rhode Island"	"44"	21	553090	3.7969
	"2002"	"2002"	"Female"	"F"	"South Carolina"	"45"	70	2111069	3.3159
	"2002"	"2002"	"Female"	"F"	"South Dakota"	"46"	21	382328	5.4927
	"2002"	"2002"	"Female"	"F"	"Tennessee"	"47"	73	2971873	2.4564
	"2002"	"2002"	"Female"	"F"	"Texas"	"48"	265	10914653	2.4279
	"2002"	"2002"	"Female"	"F"	"Utah"	"49"	30	1158853	2.5888
	"2002"	"2002"	"Female"	"F"	"Vermont"	"50"	22	312959	7.0297
	"2002"	"2002"	"Female"	"F"	"Virginia"	"51"	56	3713695	1.5079
	"2002"	"2002"	"Female"	"F"	"Washington"	"53"	168	3036742	5.5322
	"2002"	"2002"	"Female"	"F"	"West Virginia"	"54"	20	923841	2.1649
	"2002"	"2002"	"Female"	"F"	"Wisconsin"	"55"	116	2751697	4.2156
	"2002"	"2002"	"Female"	"F"	"Wyoming"	"56"	23	247785	9.2822
	"2002"	"2002"	"Male"	"M"	"Alabama"	"01"	168	2165719	7.7572
	"2002"	"2002"	"Male"	"M"	"Alaska"	"02"	82	332704	24.6465
	"2002"	"2002"	"Male"	"M"	"Arizona"	"04"	388	2692038	14.4129
	"2002"	"2002"	"Male"	"M"	"Arkansas"	"05"	111	1322688	8.3920
	"2002"	"2002"	"Male"	"M"	"California"	"06"	2637	17373381	15.1784
	"2002"	"2002"	"Male"	"M"	"Colorado"	"08"	371	2261741	16.4033
	"2002"	"2002"	"Male"	"M"	"Connecticut"	"09"	136	1678249	8.1037
	"2002"	"2002"	"Male"	"M"	"Delaware"	"10"	55	391517	14.0479
	"2002"	"2002"	"Male"	"M"	"District of Columbia"	"11"	84	270012	31.1097
	"2002"	"2002"	"Male"	"M"	"Florida"	"12"	1048	8147636	12.8626
	"2002"	"2002"	"Male"	"M"	"Georgia"	"13"	395	4180322	9.4490
	"2002"	"2002"	"Male"	"M"	"Hawaii"	"15"	34	623421	5.4538
	"2002"	"2002"	"Male"	"M"	"Idaho"	"16"	88	671686	13.1014
	"2002"	"2002"	"Male"	"M"	"Illinois"	"17"	444	6137659	7.2340
	"2002"	"2002"	"Male"	"M"	"Indiana"	"18"	259	3022625	8.5687
	"2002"	"2002"	"Male"	"M"	"Iowa"	"19"	130	1442784	9.0104
	"2002"	"2002"	"Male"	"M"	"Kansas"	"20"	123	1341637	9.1679
	"2002"	"2002"	"Male"	"M"	"Kentucky"	"21"	187	2002652	9.3376
	"2002"	"2002"	"Male"	"M"	"Louisiana"	"22"	176	2181743	8.0669
	"2002"	"2002"	"Male"	"M"	"Maine"	"23"	82	631734	12.9801
	"2002"	"2002"	"Male"	"M"	"Maryland"	"24"	230	2625192	8.7613
	"2002"	"2002"	"Male"	"M"	"Massachusetts"	"25"	291	3097770	9.3939
	"2002"	"2002"	"Male"	"M"	"Michigan"	"26"	510	4915539	10.3753
	"2002"	"2002"	"Male"	"M"	"Minnesota"	"27"	247	2487730	9.9287
	"2002"	"2002"	"Male"	"M"	"Mississippi"	"28"	125	1383269	9.0366
	"2002"	"2002"	"Male"	"M"	"Missouri"	"29"	250	2764349	9.0437
	"2002"	"2002"	"Male"	"M"	"Montana"	"30"	80	454955	17.5842
	"2002"	"2002"	"Male"	"M"	"Nebraska"	"31"	76	853489	8.9046
	"2002"	"2002"	"Male"	"M"	"Nevada"	"32"	152	1104027	13.7678
	"2002"	"2002"	"Male"	"M"	"New Hampshire"	"33"	56	625409	8.9541
	"2002"	"2002"	"Male"	"M"	"New Jersey"	"34"	373	4153842	8.9796
	"2002"	"2002"	"Male"	"M"	"New Mexico"	"35"	248	913453	27.1497
	"2002"	"2002"	"Male"	"M"	"New York"	"36"	820	9234873	8.8794
	"2002"	"2002"	"Male"	"M"	"North Carolina"	"37"	517	4076022	12.6839
	"2002"	"2002"	"Male"	"M"	"North Dakota"	"38"	57	319151	17.8599
	"2002"	"2002"	"Male"	"M"	"Ohio"	"39"	459	5548504	8.2725
	"2002"	"2002"	"Male"	"M"	"Oklahoma"	"40"	225	1720000	13.0814
	"2002"	"2002"	"Male"	"M"	"Oregon"	"41"	312	1742298	17.9074
	"2002"	"2002"	"Male"	"M"	"Pennsylvania"	"42"	393	5967199	6.5860
	"2002"	"2002"	"Male"	"M"	"Rhode Island"	"44"	53	512905	10.3333
	"2002"	"2002"	"Male"	"M"	"South Carolina"	"45"	223	1996726	11.1683
	"2002"	"2002"	"Male"	"M"	"South Dakota"	"46"	34	377692	9.0020
	"2002"	"2002"	"Male"	"M"	"Tennessee"	"47"	322	2824045	11.4021
	"2002"	"2002"	"Male"	"M"	"Texas"	"48"	980	10775672	9.0946
	"2002"	"2002"	"Male"	"M"	"Utah"	"49"	90	1165962	7.7189
	"2002"	"2002"	"Male"	"M"	"Vermont"	"50"	46	302483	15.2075
	"2002"	"2002"	"Male"	"M"	"Virginia"	"51"	274	3573178	7.6682
	"2002"	"2002"	"Male"	"M"	"Washington"	"53"	406	3015607	13.4633
	"2002"	"2002"	"Male"	"M"	"West Virginia"	"54"	108	881573	12.2508
	"2002"	"2002"	"Male"	"M"	"Wisconsin"	"55"	264	2693465	9.8015
	"2002"	"2002"	"Male"	"M"	"Wyoming"	"56"	53	252232	21.0124
	"2003"	"2003"	"Female"	"F"	"Alabama"	"01"	56	2324069	2.4096
	"2003"	"2003"	"Female"	"F"	"Alaska"	"02"	30	313034	9.5836
	"2003"	"2003"	"Female"	"F"	"Arizona"	"04"	136	2764077	4.9203
	"2003"	"2003"	"Female"	"F"	"Arkansas"	"05"	28	1391523	2.0122
	"2003"	"2003"	"Female"	"F"	"California"	"06"	985	17709509	5.5620
	"2003"	"2003"	"Female"	"F"	"Colorado"	"08"	125	2253214	5.5476
	"2003"	"2003"	"Female"	"F"	"Connecticut"	"09"	45	1793468	2.5091
	"2003"	"2003"	"Female"	"F"	"Delaware"	"10"	18	420802	Unreliable
	"2003"	"2003"	"Female"	"F"	"District of Columbia"	"11"	24	300607	7.9838
	"2003"	"2003"	"Female"	"F"	"Florida"	"12"	399	8697573	4.5875
	"2003"	"2003"	"Female"	"F"	"Georgia"	"13"	120	4394952	2.7304
	"2003"	"2003"	"Female"	"F"	"Hawaii"	"15"	Suppressed	623753	Suppressed
	"2003"	"2003"	"Female"	"F"	"Idaho"	"16"	38	679877	5.5892
	"2003"	"2003"	"Female"	"F"	"Illinois"	"17"	127	6402859	1.9835
	"2003"	"2003"	"Female"	"F"	"Indiana"	"18"	59	3152366	1.8716
	"2003"	"2003"	"Female"	"F"	"Iowa"	"19"	37	1493907	2.4767
	"2003"	"2003"	"Female"	"F"	"Kansas"	"20"	47	1377415	3.4122
	"2003"	"2003"	"Female"	"F"	"Kentucky"	"21"	51	2102308	2.4259
	"2003"	"2003"	"Female"	"F"	"Louisiana"	"22"	52	2327153	2.2345
	"2003"	"2003"	"Female"	"F"	"Maine"	"23"	26	668680	3.8883
	"2003"	"2003"	"Female"	"F"	"Maryland"	"24"	74	2843847	2.6021
	"2003"	"2003"	"Female"	"F"	"Massachusetts"	"25"	99	3320817	2.9812
	"2003"	"2003"	"Female"	"F"	"Michigan"	"26"	149	5110521	2.9156
	"2003"	"2003"	"Female"	"F"	"Minnesota"	"27"	71	2546999	2.7876
	"2003"	"2003"	"Female"	"F"	"Mississippi"	"28"	26	1479611	1.7572
	"2003"	"2003"	"Female"	"F"	"Missouri"	"29"	81	2926556	2.7678
	"2003"	"2003"	"Female"	"F"	"Montana"	"30"	35	460116	7.6068
	"2003"	"2003"	"Female"	"F"	"Nebraska"	"31"	20	879362	2.2744
	"2003"	"2003"	"Female"	"F"	"Nevada"	"32"	63	1108135	5.6852
	"2003"	"2003"	"Female"	"F"	"New Hampshire"	"33"	31	648513	4.7802
	"2003"	"2003"	"Female"	"F"	"New Jersey"	"34"	100	4421964	2.2614
	"2003"	"2003"	"Female"	"F"	"New Mexico"	"35"	86	952303	9.0307
	"2003"	"2003"	"Female"	"F"	"New York"	"36"	243	9917810	2.4501
	"2003"	"2003"	"Female"	"F"	"North Carolina"	"37"	113	4313901	2.6194
	"2003"	"2003"	"Female"	"F"	"North Dakota"	"38"	17	318896	Unreliable
	"2003"	"2003"	"Female"	"F"	"Ohio"	"39"	142	5868535	2.4197
	"2003"	"2003"	"Female"	"F"	"Oklahoma"	"40"	47	1777723	2.6438
	"2003"	"2003"	"Female"	"F"	"Oregon"	"41"	152	1788805	8.4973
	"2003"	"2003"	"Female"	"F"	"Pennsylvania"	"42"	137	6377894	2.1480
	"2003"	"2003"	"Female"	"F"	"Rhode Island"	"44"	18	555590	Unreliable
	"2003"	"2003"	"Female"	"F"	"South Carolina"	"45"	80	2133967	3.7489
	"2003"	"2003"	"Female"	"F"	"South Dakota"	"46"	22	383633	5.7346
	"2003"	"2003"	"Female"	"F"	"Tennessee"	"47"	107	3000983	3.5655
	"2003"	"2003"	"Female"	"F"	"Texas"	"48"	245	11095953	2.2080
	"2003"	"2003"	"Female"	"F"	"Utah"	"49"	31	1175867	2.6364
	"2003"	"2003"	"Female"	"F"	"Vermont"	"50"	21	314206	6.6835
	"2003"	"2003"	"Female"	"F"	"Virginia"	"51"	70	3757780	1.8628
	"2003"	"2003"	"Female"	"F"	"Washington"	"53"	197	3065739	6.4259
	"2003"	"2003"	"Female"	"F"	"West Virginia"	"54"	23	925835	2.4842
	"2003"	"2003"	"Female"	"F"	"Wisconsin"	"55"	128	2766901	4.6261
	"2003"	"2003"	"Female"	"F"	"Wyoming"	"56"	20	249128	8.0280
	"2003"	"2003"	"Male"	"M"	"Alabama"	"01"	162	2179422	7.4332
	"2003"	"2003"	"Male"	"M"	"Alaska"	"02"	92	335380	27.4316
	"2003"	"2003"	"Male"	"M"	"Arizona"	"04"	436	2746287	15.8760
	"2003"	"2003"	"Male"	"M"	"Arkansas"	"05"	110	1333293	8.2502
	"2003"	"2003"	"Male"	"M"	"California"	"06"	2767	17543650	15.7721
	"2003"	"2003"	"Male"	"M"	"Colorado"	"08"	392	2275518	17.2268
	"2003"	"2003"	"Male"	"M"	"Connecticut"	"09"	139	1690868	8.2206
	"2003"	"2003"	"Male"	"M"	"Delaware"	"10"	48	397201	12.0846
	"2003"	"2003"	"Male"	"M"	"District of Columbia"	"11"	78	267895	29.1159
	"2003"	"2003"	"Male"	"M"	"Florida"	"12"	1086	8306512	13.0741
	"2003"	"2003"	"Male"	"M"	"Georgia"	"13"	385	4227841	9.1063
	"2003"	"2003"	"Male"	"M"	"Hawaii"	"15"	25	627401	3.9847
	"2003"	"2003"	"Male"	"M"	"Idaho"	"16"	97	683503	14.1916
	"2003"	"2003"	"Male"	"M"	"Illinois"	"17"	441	6153147	7.1671
	"2003"	"2003"	"Male"	"M"	"Indiana"	"18"	271	3044272	8.9020
	"2003"	"2003"	"Male"	"M"	"Iowa"	"19"	130	1448092	8.9773
	"2003"	"2003"	"Male"	"M"	"Kansas"	"20"	126	1345589	9.3639
	"2003"	"2003"	"Male"	"M"	"Kentucky"	"21"	190	2014862	9.4299
	"2003"	"2003"	"Male"	"M"	"Louisiana"	"22"	175	2193889	7.9767
	"2003"	"2003"	"Male"	"M"	"Maine"	"23"	91	637833	14.2671
	"2003"	"2003"	"Male"	"M"	"Maryland"	"24"	209	2652422	7.8796
	"2003"	"2003"	"Male"	"M"	"Massachusetts"	"25"	292	3101748	9.4140
	"2003"	"2003"	"Male"	"M"	"Michigan"	"26"	524	4930631	10.6274
	"2003"	"2003"	"Male"	"M"	"Minnesota"	"27"	233	2506573	9.2956
	"2003"	"2003"	"Male"	"M"	"Mississippi"	"28"	108	1388701	7.7771
	"2003"	"2003"	"Male"	"M"	"Missouri"	"29"	262	2782847	9.4148
	"2003"	"2003"	"Male"	"M"	"Montana"	"30"	74	459514	16.1040
	"2003"	"2003"	"Male"	"M"	"Nebraska"	"31"	72	859281	8.3791
	"2003"	"2003"	"Male"	"M"	"Nevada"	"32"	182	1140715	15.9549
	"2003"	"2003"	"Male"	"M"	"New Hampshire"	"33"	64	631327	10.1374
	"2003"	"2003"	"Male"	"M"	"New Jersey"	"34"	339	4179438	8.1111
	"2003"	"2003"	"Male"	"M"	"New Mexico"	"35"	274	925271	29.6129
	"2003"	"2003"	"Male"	"M"	"New York"	"36"	859	9258129	9.2783
	"2003"	"2003"	"Male"	"M"	"North Carolina"	"37"	498	4108600	12.1209
	"2003"	"2003"	"Male"	"M"	"North Dakota"	"38"	58	319921	18.1295
	"2003"	"2003"	"Male"	"M"	"Ohio"	"39"	446	5566253	8.0126
	"2003"	"2003"	"Male"	"M"	"Oklahoma"	"40"	188	1727169	10.8849
	"2003"	"2003"	"Male"	"M"	"Oregon"	"41"	352	1758571	20.0163
	"2003"	"2003"	"Male"	"M"	"Pennsylvania"	"42"	353	5996764	5.8865
	"2003"	"2003"	"Male"	"M"	"Rhode Island"	"44"	47	515752	9.1129
	"2003"	"2003"	"Male"	"M"	"South Carolina"	"45"	272	2016330	13.4899
	"2003"	"2003"	"Male"	"M"	"South Dakota"	"46"	48	380096	12.6284
	"2003"	"2003"	"Male"	"M"	"Tennessee"	"47"	372	2846829	13.0672
	"2003"	"2003"	"Male"	"M"	"Texas"	"48"	923	10934978	8.4408
	"2003"	"2003"	"Male"	"M"	"Utah"	"49"	86	1184270	7.2619
	"2003"	"2003"	"Male"	"M"	"Vermont"	"50"	40	303652	13.1730
	"2003"	"2003"	"Male"	"M"	"Virginia"	"51"	321	3609197	8.8939
	"2003"	"2003"	"Male"	"M"	"Washington"	"53"	432	3038376	14.2181
	"2003"	"2003"	"Male"	"M"	"West Virginia"	"54"	132	886460	14.8907
	"2003"	"2003"	"Male"	"M"	"Wisconsin"	"55"	289	2712302	10.6552
	"2003"	"2003"	"Male"	"M"	"Wyoming"	"56"	40	254325	15.7279
	"2004"	"2004"	"Female"	"F"	"Alabama"	"01"	48	2337857	2.0532
	"2004"	"2004"	"Female"	"F"	"Alaska"	"02"	46	317807	14.4742
	"2004"	"2004"	"Female"	"F"	"Arizona"	"04"	144	2835606	5.0783
	"2004"	"2004"	"Female"	"F"	"Arkansas"	"05"	31	1403048	2.2095
	"2004"	"2004"	"Female"	"F"	"California"	"06"	911	17871415	5.0975
	"2004"	"2004"	"Female"	"F"	"Colorado"	"08"	125	2274511	5.4957
	"2004"	"2004"	"Female"	"F"	"Connecticut"	"09"	37	1798078	2.0578
	"2004"	"2004"	"Female"	"F"	"Delaware"	"10"	15	427320	Unreliable
	"2004"	"2004"	"Female"	"F"	"District of Columbia"	"11"	22	300284	7.3264
	"2004"	"2004"	"Female"	"F"	"Florida"	"12"	391	8902447	4.3921
	"2004"	"2004"	"Female"	"F"	"Georgia"	"13"	109	4463524	2.4420
	"2004"	"2004"	"Female"	"F"	"Hawaii"	"15"	16	636864	Unreliable
	"2004"	"2004"	"Female"	"F"	"Idaho"	"16"	37	693186	5.3377
	"2004"	"2004"	"Female"	"F"	"Illinois"	"17"	141	6414209	2.1982
	"2004"	"2004"	"Female"	"F"	"Indiana"	"18"	86	3168952	2.7138
	"2004"	"2004"	"Female"	"F"	"Iowa"	"19"	40	1498888	2.6686
	"2004"	"2004"	"Female"	"F"	"Kansas"	"20"	48	1382396	3.4722
	"2004"	"2004"	"Female"	"F"	"Kentucky"	"21"	53	2112051	2.5094
	"2004"	"2004"	"Female"	"F"	"Louisiana"	"22"	68	2338753	2.9075
	"2004"	"2004"	"Female"	"F"	"Maine"	"23"	27	671862	4.0187
	"2004"	"2004"	"Female"	"F"	"Maryland"	"24"	82	2870043	2.8571
	"2004"	"2004"	"Female"	"F"	"Massachusetts"	"25"	91	3314634	2.7454
	"2004"	"2004"	"Female"	"F"	"Michigan"	"26"	166	5117929	3.2435
	"2004"	"2004"	"Female"	"F"	"Minnesota"	"27"	101	2564037	3.9391
	"2004"	"2004"	"Female"	"F"	"Mississippi"	"28"	42	1490115	2.8186
	"2004"	"2004"	"Female"	"F"	"Missouri"	"29"	76	2942685	2.5827
	"2004"	"2004"	"Female"	"F"	"Montana"	"30"	36	465000	7.7419
	"2004"	"2004"	"Female"	"F"	"Nebraska"	"31"	31	883984	3.5069
	"2004"	"2004"	"Female"	"F"	"Nevada"	"32"	55	1156586	4.7554
	"2004"	"2004"	"Female"	"F"	"New Hampshire"	"33"	26	653845	3.9765
	"2004"	"2004"	"Female"	"F"	"New Jersey"	"34"	125	4436964	2.8172
	"2004"	"2004"	"Female"	"F"	"New Mexico"	"35"	80	964738	8.2924
	"2004"	"2004"	"Female"	"F"	"New York"	"36"	268	9913527	2.7034
	"2004"	"2004"	"Female"	"F"	"North Carolina"	"37"	137	4376070	3.1307
	"2004"	"2004"	"Female"	"F"	"North Dakota"	"38"	21	321008	6.5419
	"2004"	"2004"	"Female"	"F"	"Ohio"	"39"	145	5874411	2.4683
	"2004"	"2004"	"Female"	"F"	"Oklahoma"	"40"	83	1784671	4.6507
	"2004"	"2004"	"Female"	"F"	"Oregon"	"41"	159	1800377	8.8315
	"2004"	"2004"	"Female"	"F"	"Pennsylvania"	"42"	112	6390749	1.7525
	"2004"	"2004"	"Female"	"F"	"Rhode Island"	"44"	23	556375	4.1339
	"2004"	"2004"	"Female"	"F"	"South Carolina"	"45"	100	2162305	4.6247
	"2004"	"2004"	"Female"	"F"	"South Dakota"	"46"	27	386677	6.9826
	"2004"	"2004"	"Female"	"F"	"Tennessee"	"47"	90	3027931	2.9723
	"2004"	"2004"	"Female"	"F"	"Texas"	"48"	246	11278402	2.1812
	"2004"	"2004"	"Female"	"F"	"Utah"	"49"	26	1196749	2.1726
	"2004"	"2004"	"Female"	"F"	"Vermont"	"50"	10	315080	Unreliable
	"2004"	"2004"	"Female"	"F"	"Virginia"	"51"	71	3814310	1.8614
	"2004"	"2004"	"Female"	"F"	"Washington"	"53"	188	3107815	6.0493
	"2004"	"2004"	"Female"	"F"	"West Virginia"	"54"	21	927027	2.2653
	"2004"	"2004"	"Female"	"F"	"Wisconsin"	"55"	122	2782678	4.3843
	"2004"	"2004"	"Female"	"F"	"Wyoming"	"56"	20	251506	7.9521
	"2004"	"2004"	"Male"	"M"	"Alabama"	"01"	202	2192872	9.2117
	"2004"	"2004"	"Male"	"M"	"Alaska"	"02"	58	341479	16.9849
	"2004"	"2004"	"Male"	"M"	"Arizona"	"04"	446	2816798	15.8336
	"2004"	"2004"	"Male"	"M"	"Arkansas"	"05"	100	1346638	7.4259
	"2004"	"2004"	"Male"	"M"	"California"	"06"	2792	17703161	15.7712
	"2004"	"2004"	"Male"	"M"	"Colorado"	"08"	373	2300502	16.2139
	"2004"	"2004"	"Male"	"M"	"Connecticut"	"09"	152	1698016	8.9516
	"2004"	"2004"	"Male"	"M"	"Delaware"	"10"	39	403483	9.6658
	"2004"	"2004"	"Male"	"M"	"District of Columbia"	"11"	87	267470	32.5270
	"2004"	"2004"	"Male"	"M"	"Florida"	"12"	1134	8512871	13.3210
	"2004"	"2004"	"Male"	"M"	"Georgia"	"13"	450	4305728	10.4512
	"2004"	"2004"	"Male"	"M"	"Hawaii"	"15"	50	636705	7.8529
	"2004"	"2004"	"Male"	"M"	"Idaho"	"16"	82	698616	11.7375
	"2004"	"2004"	"Male"	"M"	"Illinois"	"17"	451	6175564	7.3030
	"2004"	"2004"	"Male"	"M"	"Indiana"	"18"	241	3064055	7.8654
	"2004"	"2004"	"Male"	"M"	"Iowa"	"19"	116	1454747	7.9739
	"2004"	"2004"	"Male"	"M"	"Kansas"	"20"	119	1351977	8.8019
	"2004"	"2004"	"Male"	"M"	"Kentucky"	"21"	191	2034050	9.3901
	"2004"	"2004"	"Male"	"M"	"Louisiana"	"22"	148	2213485	6.6863
	"2004"	"2004"	"Male"	"M"	"Maine"	"23"	79	641826	12.3086
	"2004"	"2004"	"Male"	"M"	"Maryland"	"24"	198	2676892	7.3966
	"2004"	"2004"	"Male"	"M"	"Massachusetts"	"25"	274	3097647	8.8454
	"2004"	"2004"	"Male"	"M"	"Michigan"	"26"	535	4937386	10.8357
	"2004"	"2004"	"Male"	"M"	"Minnesota"	"27"	257	2523676	10.1836
	"2004"	"2004"	"Male"	"M"	"Mississippi"	"28"	150	1398895	10.7227
	"2004"	"2004"	"Male"	"M"	"Missouri"	"29"	308	2805056	10.9802
	"2004"	"2004"	"Male"	"M"	"Montana"	"30"	64	465009	13.7632
	"2004"	"2004"	"Male"	"M"	"Nebraska"	"31"	72	865386	8.3200
	"2004"	"2004"	"Male"	"M"	"Nevada"	"32"	177	1189636	14.8785
	"2004"	"2004"	"Male"	"M"	"New Hampshire"	"33"	77	636276	12.1017
	"2004"	"2004"	"Male"	"M"	"New Jersey"	"34"	351	4197597	8.3619
	"2004"	"2004"	"Male"	"M"	"New Mexico"	"35"	245	939070	26.0896
	"2004"	"2004"	"Male"	"M"	"New York"	"36"	797	9258040	8.6087
	"2004"	"2004"	"Male"	"M"	"North Carolina"	"37"	544	4177082	13.0234
	"2004"	"2004"	"Male"	"M"	"North Dakota"	"38"	41	323697	12.6662
	"2004"	"2004"	"Male"	"M"	"Ohio"	"39"	515	5577840	9.2330
	"2004"	"2004"	"Male"	"M"	"Oklahoma"	"40"	203	1740562	11.6629
	"2004"	"2004"	"Male"	"M"	"Oregon"	"41"	356	1769086	20.1234
	"2004"	"2004"	"Male"	"M"	"Pennsylvania"	"42"	376	6019973	6.2459
	"2004"	"2004"	"Male"	"M"	"Rhode Island"	"44"	60	518204	11.5785
	"2004"	"2004"	"Male"	"M"	"South Carolina"	"45"	323	2048616	15.7667
	"2004"	"2004"	"Male"	"M"	"South Dakota"	"46"	74	383719	19.2849
	"2004"	"2004"	"Male"	"M"	"Tennessee"	"47"	371	2882878	12.8691
	"2004"	"2004"	"Male"	"M"	"Texas"	"48"	947	11115621	8.5195
	"2004"	"2004"	"Male"	"M"	"Utah"	"49"	72	1204831	5.9759
	"2004"	"2004"	"Male"	"M"	"Vermont"	"50"	48	304840	15.7460
	"2004"	"2004"	"Male"	"M"	"Virginia"	"51"	261	3661265	7.1287
	"2004"	"2004"	"Male"	"M"	"Washington"	"53"	445	3070830	14.4912
	"2004"	"2004"	"Male"	"M"	"West Virginia"	"54"	113	889411	12.7050
	"2004"	"2004"	"Male"	"M"	"Wisconsin"	"55"	295	2731348	10.8005
	"2004"	"2004"	"Male"	"M"	"Wyoming"	"56"	47	257600	18.2453
	"2005"	"2005"	"Female"	"F"	"Alabama"	"01"	71	2356423	3.0130
	"2005"	"2005"	"Female"	"F"	"Alaska"	"02"	46	320920	14.3338
	"2005"	"2005"	"Female"	"F"	"Arizona"	"04"	178	2930811	6.0734
	"2005"	"2005"	"Female"	"F"	"Arkansas"	"05"	35	1418295	2.4678
	"2005"	"2005"	"Female"	"F"	"California"	"06"	963	17996230	5.3511
	"2005"	"2005"	"Female"	"F"	"Colorado"	"08"	129	2308238	5.5887
	"2005"	"2005"	"Female"	"F"	"Connecticut"	"09"	47	1802068	2.6081
	"2005"	"2005"	"Female"	"F"	"Delaware"	"10"	14	435227	Unreliable
	"2005"	"2005"	"Female"	"F"	"District of Columbia"	"11"	17	299613	Unreliable
	"2005"	"2005"	"Female"	"F"	"Florida"	"12"	429	9117950	4.7050
	"2005"	"2005"	"Female"	"F"	"Georgia"	"13"	110	4555263	2.4148
	"2005"	"2005"	"Female"	"F"	"Hawaii"	"15"	Suppressed	644813	Suppressed
	"2005"	"2005"	"Female"	"F"	"Idaho"	"16"	44	711983	6.1799
	"2005"	"2005"	"Female"	"F"	"Illinois"	"17"	156	6423831	2.4285
	"2005"	"2005"	"Female"	"F"	"Indiana"	"18"	78	3191481	2.4440
	"2005"	"2005"	"Female"	"F"	"Iowa"	"19"	49	1503019	3.2601
	"2005"	"2005"	"Female"	"F"	"Kansas"	"20"	38	1387958	2.7378
	"2005"	"2005"	"Female"	"F"	"Kentucky"	"21"	51	2129658	2.3948
	"2005"	"2005"	"Female"	"F"	"Louisiana"	"22"	52	2349441	2.2133
	"2005"	"2005"	"Female"	"F"	"Maine"	"23"	27	674104	4.0053
	"2005"	"2005"	"Female"	"F"	"Maryland"	"24"	84	2891761	2.9048
	"2005"	"2005"	"Female"	"F"	"Massachusetts"	"25"	89	3309010	2.6896
	"2005"	"2005"	"Female"	"F"	"Michigan"	"26"	187	5114320	3.6564
	"2005"	"2005"	"Female"	"F"	"Minnesota"	"27"	86	2579546	3.3339
	"2005"	"2005"	"Female"	"F"	"Mississippi"	"28"	25	1497962	1.6689
	"2005"	"2005"	"Female"	"F"	"Missouri"	"29"	80	2962870	2.7001
	"2005"	"2005"	"Female"	"F"	"Montana"	"30"	43	469780	9.1532
	"2005"	"2005"	"Female"	"F"	"Nebraska"	"31"	37	889468	4.1598
	"2005"	"2005"	"Female"	"F"	"Nevada"	"32"	57	1198846	4.7546
	"2005"	"2005"	"Female"	"F"	"New Hampshire"	"33"	34	657932	5.1677
	"2005"	"2005"	"Female"	"F"	"New Jersey"	"34"	128	4443545	2.8806
	"2005"	"2005"	"Female"	"F"	"New Mexico"	"35"	86	978520	8.7888
	"2005"	"2005"	"Female"	"F"	"New York"	"36"	239	9887467	2.4172
	"2005"	"2005"	"Female"	"F"	"North Carolina"	"37"	114	4457189	2.5577
	"2005"	"2005"	"Female"	"F"	"North Dakota"	"38"	23	321543	7.1530
	"2005"	"2005"	"Female"	"F"	"Ohio"	"39"	193	5876703	3.2842
	"2005"	"2005"	"Female"	"F"	"Oklahoma"	"40"	87	1796475	4.8428
	"2005"	"2005"	"Female"	"F"	"Oregon"	"41"	152	1823447	8.3359
	"2005"	"2005"	"Female"	"F"	"Pennsylvania"	"42"	133	6405053	2.0765
	"2005"	"2005"	"Female"	"F"	"Rhode Island"	"44"	25	552832	4.5222
	"2005"	"2005"	"Female"	"F"	"South Carolina"	"45"	89	2192345	4.0596
	"2005"	"2005"	"Female"	"F"	"South Dakota"	"46"	24	389021	6.1693
	"2005"	"2005"	"Female"	"F"	"Tennessee"	"47"	83	3068439	2.7050
	"2005"	"2005"	"Female"	"F"	"Texas"	"48"	264	11470439	2.3016
	"2005"	"2005"	"Female"	"F"	"Utah"	"49"	35	1224741	2.8577
	"2005"	"2005"	"Female"	"F"	"Vermont"	"50"	14	315422	Unreliable
	"2005"	"2005"	"Female"	"F"	"Virginia"	"51"	69	3863646	1.7859
