"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Jun., 2022"	"2022/06"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Jul., 2022"	"2022/07"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Aug., 2022"	"2022/08"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Sep., 2022"	"2022/09"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Oct., 2022"	"2022/10"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Nov., 2022"	"2022/11"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2022"	"2022"	"Dec., 2022"	"2022/12"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jan., 2023"	"2023/01"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Feb., 2023"	"2023/02"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Mar., 2023"	"2023/03"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Apr., 2023"	"2023/04"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"May, 2023"	"2023/05"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jun., 2023"	"2023/06"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2023"	"2023"	"Jul., 2023"	"2023/07"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Aug., 2023"	"2023/08"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Sep., 2023"	"2023/09"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Oct., 2023"	"2023/10"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Nov., 2023"	"2023/11"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2023"	"2023"	"Dec., 2023"	"2023/12"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jan., 2024 (provisional)"	"2024/01"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jan., 2024 (provisional)"	"2024/01"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Feb., 2024 (provisional)"	"2024/02"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Feb., 2024 (provisional)"	"2024/02"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Mar., 2024 (provisional)"	"2024/03"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Mar., 2024 (provisional)"	"2024/03"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Apr., 2024 (provisional)"	"2024/04"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Apr., 2024 (provisional)"	"2024/04"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"May, 2024 (provisional)"	"2024/05"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"May, 2024 (provisional)"	"2024/05"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jun., 2024 (provisional)"	"2024/06"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jun., 2024 (provisional)"	"2024/06"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jul., 2024 (provisional)"	"2024/07"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Jul., 2024 (provisional)"	"2024/07"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Aug., 2024 (provisional)"	"2024/08"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Aug., 2024 (provisional)"	"2024/08"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Sep., 2024 (provisional)"	"2024/09"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Sep., 2024 (provisional)"	"2024/09"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Oct., 2024 (provisional)"	"2024/10"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Oct., 2024 (provisional)"	"2024/10"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Nov., 2024 (provisional)"	"2024/11"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Nov., 2024 (provisional)"	"2024/11"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Dec., 2024 (provisional)"	"2024/12"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2024 (provisional)"	"2024"	"Dec., 2024 (provisional)"	"2024/12"	"Male"	"M"	0	Not Applicable	Not Applicable
