"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Single Race 6"	"Single Race 6 Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Asian"	"A"	"Male"	"M"	32	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Black or African American"	"2054-5"	"Female"	"F"	73	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Black or African American"	"2054-5"	"Male"	"M"	204	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"White"	"2106-3"	"Female"	"F"	650	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"White"	"2106-3"	"Male"	"M"	1681	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"More than one race"	"M"	"Male"	"M"	13	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	50	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	60	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Asian"	"A"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Asian"	"A"	"Male"	"M"	32	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Black or African American"	"2054-5"	"Female"	"F"	82	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Black or African American"	"2054-5"	"Male"	"M"	186	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"White"	"2106-3"	"Female"	"F"	686	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"White"	"2106-3"	"Male"	"M"	1529	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"More than one race"	"M"	"Male"	"M"	16	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	47	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	61	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Asian"	"A"	"Male"	"M"	20	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Black or African American"	"2054-5"	"Female"	"F"	72	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Black or African American"	"2054-5"	"Male"	"M"	190	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"White"	"2106-3"	"Female"	"F"	712	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"White"	"2106-3"	"Male"	"M"	1639	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"More than one race"	"M"	"Male"	"M"	15	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	65	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Asian"	"A"	"Male"	"M"	31	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Black or African American"	"2054-5"	"Female"	"F"	71	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Black or African American"	"2054-5"	"Male"	"M"	203	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"White"	"2106-3"	"Female"	"F"	675	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"White"	"2106-3"	"Male"	"M"	1604	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"More than one race"	"M"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"More than one race"	"M"	"Male"	"M"	14	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	42	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	73	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Asian"	"A"	"Male"	"M"	32	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Black or African American"	"2054-5"	"Female"	"F"	79	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Black or African American"	"2054-5"	"Male"	"M"	213	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"White"	"2106-3"	"Female"	"F"	716	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"White"	"2106-3"	"Male"	"M"	1664	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"More than one race"	"M"	"Male"	"M"	11	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	47	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	66	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Asian"	"A"	"Male"	"M"	21	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Black or African American"	"2054-5"	"Female"	"F"	80	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Black or African American"	"2054-5"	"Male"	"M"	187	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"White"	"2106-3"	"Female"	"F"	694	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"White"	"2106-3"	"Male"	"M"	1598	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"More than one race"	"M"	"Male"	"M"	11	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	44	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	61	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Asian"	"A"	"Male"	"M"	29	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Black or African American"	"2054-5"	"Female"	"F"	87	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Black or African American"	"2054-5"	"Male"	"M"	186	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"White"	"2106-3"	"Female"	"F"	680	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"White"	"2106-3"	"Male"	"M"	1596	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"More than one race"	"M"	"Male"	"M"	12	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	60	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	58	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Asian"	"A"	"Male"	"M"	35	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Black or African American"	"2054-5"	"Female"	"F"	85	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Black or African American"	"2054-5"	"Male"	"M"	180	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"White"	"2106-3"	"Female"	"F"	682	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"White"	"2106-3"	"Male"	"M"	1597	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"More than one race"	"M"	"Male"	"M"	11	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	51	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	66	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Asian"	"A"	"Male"	"M"	34	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Black or African American"	"2054-5"	"Female"	"F"	92	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Black or African American"	"2054-5"	"Male"	"M"	189	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"White"	"2106-3"	"Female"	"F"	769	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"White"	"2106-3"	"Male"	"M"	1683	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"More than one race"	"M"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	35	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	79	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Asian"	"A"	"Female"	"F"	14	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Asian"	"A"	"Male"	"M"	32	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Black or African American"	"2054-5"	"Female"	"F"	97	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Black or African American"	"2054-5"	"Male"	"M"	212	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"White"	"2106-3"	"Female"	"F"	738	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"White"	"2106-3"	"Male"	"M"	1784	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"More than one race"	"M"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	52	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	71	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Asian"	"A"	"Male"	"M"	41	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Black or African American"	"2054-5"	"Female"	"F"	79	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Black or African American"	"2054-5"	"Male"	"M"	234	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"White"	"2106-3"	"Female"	"F"	824	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"White"	"2106-3"	"Male"	"M"	1851	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"More than one race"	"M"	"Female"	"F"	17	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"More than one race"	"M"	"Male"	"M"	16	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Jan., 2020"	"2020/01"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	36	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	59	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Asian"	"A"	"Male"	"M"	39	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Black or African American"	"2054-5"	"Female"	"F"	85	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Black or African American"	"2054-5"	"Male"	"M"	176	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"White"	"2106-3"	"Female"	"F"	667	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"White"	"2106-3"	"Male"	"M"	1692	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"More than one race"	"M"	"Male"	"M"	21	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Feb., 2020"	"2020/02"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	47	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	75	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Asian"	"A"	"Female"	"F"	10	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Asian"	"A"	"Male"	"M"	47	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Black or African American"	"2054-5"	"Female"	"F"	85	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Black or African American"	"2054-5"	"Male"	"M"	239	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Female"	"F"	739	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Male"	"M"	1811	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"More than one race"	"M"	"Male"	"M"	13	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Mar., 2020"	"2020/03"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	49	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	70	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Asian"	"A"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Asian"	"A"	"Male"	"M"	49	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Black or African American"	"2054-5"	"Female"	"F"	90	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Black or African American"	"2054-5"	"Male"	"M"	214	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Female"	"F"	813	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Male"	"M"	1985	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"More than one race"	"M"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"More than one race"	"M"	"Male"	"M"	13	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Not Available"	"999"	"Female"	"F"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"Apr., 2020"	"2020/04"	"Not Available"	"999"	"Male"	"M"	0	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"American Indian or Alaska Native"	"1002-5"	"Female"	"F"	57	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"American Indian or Alaska Native"	"1002-5"	"Male"	"M"	74	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"Asian"	"A"	"Female"	"F"	12	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"Asian"	"A"	"Male"	"M"	40	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"Black or African American"	"2054-5"	"Female"	"F"	115	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"Black or African American"	"2054-5"	"Male"	"M"	259	Not Applicable	Not Applicable
	"2020"	"2020"	"May, 2020"	"2020/05"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Female"	"F"	0	Not Applicable	Not Applicable
