"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2021"	"2021"	"Female"	"F"	"Michigan"	"26"	323	5070232	6.3705
	"2021"	"2021"	"Female"	"F"	"Minnesota"	"27"	227	2846977	7.9734
	"2021"	"2021"	"Female"	"F"	"Mississippi"	"28"	106	1514629	6.9984
	"2021"	"2021"	"Female"	"F"	"Missouri"	"29"	141	3123522	4.5141
	"2021"	"2021"	"Female"	"F"	"Montana"	"30"	89	545001	16.3302
	"2021"	"2021"	"Female"	"F"	"Nebraska"	"31"	86	976900	8.8034
	"2021"	"2021"	"Female"	"F"	"Nevada"	"32"	166	1559894	10.6417
	"2021"	"2021"	"Female"	"F"	"New Hampshire"	"33"	49	695860	7.0416
	"2021"	"2021"	"Female"	"F"	"New Jersey"	"34"	157	4705188	3.3367
	"2021"	"2021"	"Female"	"F"	"New Mexico"	"35"	219	1063180	20.5986
	"2021"	"2021"	"Female"	"F"	"New York"	"36"	323	10140611	3.1852
	"2021"	"2021"	"Female"	"F"	"North Carolina"	"37"	300	5394907	5.5608
	"2021"	"2021"	"Female"	"F"	"North Dakota"	"38"	42	376539	11.1542
	"2021"	"2021"	"Female"	"F"	"Ohio"	"39"	321	5967819	5.3788
	"2021"	"2021"	"Female"	"F"	"Oklahoma"	"40"	163	2002339	8.1405
	"2021"	"2021"	"Female"	"F"	"Oregon"	"41"	268	2129317	12.5862
	"2021"	"2021"	"Female"	"F"	"Pennsylvania"	"42"	271	6564246	4.1284
	"2021"	"2021"	"Female"	"F"	"Rhode Island"	"44"	39	558649	6.9811
	"2021"	"2021"	"Female"	"F"	"South Carolina"	"45"	225	2666990	8.4365
	"2021"	"2021"	"Female"	"F"	"South Dakota"	"46"	112	440534	25.4237
	"2021"	"2021"	"Female"	"F"	"Tennessee"	"47"	225	3555217	6.3287
	"2021"	"2021"	"Female"	"F"	"Texas"	"48"	633	14791971	4.2793
	"2021"	"2021"	"Female"	"F"	"Utah"	"49"	97	1647906	5.8863
	"2021"	"2021"	"Female"	"F"	"Vermont"	"50"	27	324720	8.3149
	"2021"	"2021"	"Female"	"F"	"Virginia"	"51"	179	4365073	4.1007
	"2021"	"2021"	"Female"	"F"	"Washington"	"53"	448	3840425	11.6654
	"2021"	"2021"	"Female"	"F"	"West Virginia"	"54"	39	893861	4.3631
	"2021"	"2021"	"Female"	"F"	"Wisconsin"	"55"	189	2942034	6.4241
	"2021"	"2021"	"Female"	"F"	"Wyoming"	"56"	46	282589	16.2781
	"2021"	"2021"	"Male"	"M"	"Alabama"	"01"	296	2448099	12.0910
	"2021"	"2021"	"Male"	"M"	"Alaska"	"02"	91	384204	23.6853
	"2021"	"2021"	"Male"	"M"	"Arizona"	"04"	713	3633714	19.6218
	"2021"	"2021"	"Male"	"M"	"Arkansas"	"05"	178	1493178	11.9209
	"2021"	"2021"	"Male"	"M"	"California"	"06"	3658	19617190	18.6469
	"2021"	"2021"	"Male"	"M"	"Colorado"	"08"	622	2944650	21.1231
	"2021"	"2021"	"Male"	"M"	"Connecticut"	"09"	220	1769587	12.4323
	"2021"	"2021"	"Male"	"M"	"Delaware"	"10"	44	487336	9.0287
	"2021"	"2021"	"Male"	"M"	"District of Columbia"	"11"	30	318904	9.4072
	"2021"	"2021"	"Male"	"M"	"Florida"	"12"	1484	10710357	13.8557
	"2021"	"2021"	"Male"	"M"	"Georgia"	"13"	527	5269761	10.0005
	"2021"	"2021"	"Male"	"M"	"Hawaii"	"15"	61	725333	8.4099
	"2021"	"2021"	"Male"	"M"	"Idaho"	"16"	168	958616	17.5253
	"2021"	"2021"	"Male"	"M"	"Illinois"	"17"	637	6265082	10.1675
	"2021"	"2021"	"Male"	"M"	"Indiana"	"18"	470	3377670	13.9149
	"2021"	"2021"	"Male"	"M"	"Iowa"	"19"	247	1601384	15.4242
	"2021"	"2021"	"Male"	"M"	"Kansas"	"20"	245	1470491	16.6611
	"2021"	"2021"	"Male"	"M"	"Kentucky"	"21"	313	2233889	14.0114
	"2021"	"2021"	"Male"	"M"	"Louisiana"	"22"	231	2265191	10.1978
	"2021"	"2021"	"Male"	"M"	"Maine"	"23"	124	676493	18.3298
	"2021"	"2021"	"Male"	"M"	"Maryland"	"24"	284	3002424	9.4590
	"2021"	"2021"	"Male"	"M"	"Massachusetts"	"25"	314	3412092	9.2026
	"2021"	"2021"	"Male"	"M"	"Michigan"	"26"	700	4980579	14.0546
	"2021"	"2021"	"Male"	"M"	"Minnesota"	"27"	466	2860413	16.2914
	"2021"	"2021"	"Male"	"M"	"Mississippi"	"28"	300	1435336	20.9010
	"2021"	"2021"	"Male"	"M"	"Missouri"	"29"	332	3044665	10.9043
	"2021"	"2021"	"Male"	"M"	"Montana"	"30"	153	559270	27.3571
	"2021"	"2021"	"Male"	"M"	"Nebraska"	"31"	154	986792	15.6061
	"2021"	"2021"	"Male"	"M"	"Nevada"	"32"	285	1584097	17.9913
	"2021"	"2021"	"Male"	"M"	"New Hampshire"	"33"	110	693132	15.8700
	"2021"	"2021"	"Male"	"M"	"New Jersey"	"34"	306	4561942	6.7077
	"2021"	"2021"	"Male"	"M"	"New Mexico"	"35"	405	1052697	38.4726
	"2021"	"2021"	"Male"	"M"	"New York"	"36"	762	9695302	7.8595
	"2021"	"2021"	"Male"	"M"	"North Carolina"	"37"	681	5156255	13.2073
	"2021"	"2021"	"Male"	"M"	"North Dakota"	"38"	72	398409	18.0719
	"2021"	"2021"	"Male"	"M"	"Ohio"	"39"	783	5812198	13.4717
	"2021"	"2021"	"Male"	"M"	"Oklahoma"	"40"	385	1984300	19.4023
	"2021"	"2021"	"Male"	"M"	"Oregon"	"41"	514	2116838	24.2815
	"2021"	"2021"	"Male"	"M"	"Pennsylvania"	"42"	571	6399810	8.9221
	"2021"	"2021"	"Male"	"M"	"Rhode Island"	"44"	82	536961	15.2711
	"2021"	"2021"	"Male"	"M"	"South Carolina"	"45"	401	2523715	15.8893
	"2021"	"2021"	"Male"	"M"	"South Dakota"	"46"	175	454842	38.4749
	"2021"	"2021"	"Male"	"M"	"Tennessee"	"47"	605	3420001	17.6901
	"2021"	"2021"	"Male"	"M"	"Texas"	"48"	1716	14735970	11.6450
	"2021"	"2021"	"Male"	"M"	"Utah"	"49"	135	1690069	7.9878
	"2021"	"2021"	"Male"	"M"	"Vermont"	"50"	56	320850	17.4536
	"2021"	"2021"	"Male"	"M"	"Virginia"	"51"	389	4277201	9.0947
	"2021"	"2021"	"Male"	"M"	"Washington"	"53"	754	3898267	19.3419
	"2021"	"2021"	"Male"	"M"	"West Virginia"	"54"	135	889098	15.1839
	"2021"	"2021"	"Male"	"M"	"Wisconsin"	"55"	446	2953874	15.0988
	"2021"	"2021"	"Male"	"M"	"Wyoming"	"56"	93	296214	31.3962
	"2022"	"2022"	"Female"	"F"	"Alabama"	"01"	96	2606936	3.6825
	"2022"	"2022"	"Female"	"F"	"Alaska"	"02"	80	347636	23.0126
	"2022"	"2022"	"Female"	"F"	"Arizona"	"04"	323	3680163	8.7768
	"2022"	"2022"	"Female"	"F"	"Arkansas"	"05"	68	1540160	4.4151
	"2022"	"2022"	"Female"	"F"	"California"	"06"	1419	19494326	7.2790
	"2022"	"2022"	"Female"	"F"	"Colorado"	"08"	339	2875382	11.7897
	"2022"	"2022"	"Female"	"F"	"Connecticut"	"09"	103	1849951	5.5677
	"2022"	"2022"	"Female"	"F"	"Delaware"	"10"	30	523876	5.7265
	"2022"	"2022"	"Female"	"F"	"District of Columbia"	"11"	10	352121	Unreliable
	"2022"	"2022"	"Female"	"F"	"Florida"	"12"	666	11299397	5.8941
	"2022"	"2022"	"Female"	"F"	"Georgia"	"13"	216	5582224	3.8694
	"2022"	"2022"	"Female"	"F"	"Hawaii"	"15"	18	715485	Unreliable
	"2022"	"2022"	"Female"	"F"	"Idaho"	"16"	70	961894	7.2773
	"2022"	"2022"	"Female"	"F"	"Illinois"	"17"	258	6353298	4.0609
	"2022"	"2022"	"Female"	"F"	"Indiana"	"18"	210	3437549	6.1090
	"2022"	"2022"	"Female"	"F"	"Iowa"	"19"	107	1593780	6.7136
	"2022"	"2022"	"Female"	"F"	"Kansas"	"20"	86	1461695	5.8836
	"2022"	"2022"	"Female"	"F"	"Kentucky"	"21"	104	2271801	4.5779
	"2022"	"2022"	"Female"	"F"	"Louisiana"	"22"	93	2342871	3.9695
	"2022"	"2022"	"Female"	"F"	"Maine"	"23"	49	702108	6.9790
	"2022"	"2022"	"Female"	"F"	"Maryland"	"24"	109	3162751	3.4464
	"2022"	"2022"	"Female"	"F"	"Massachusetts"	"25"	156	3564024	4.3771
	"2022"	"2022"	"Female"	"F"	"Michigan"	"26"	313	5051569	6.1961
	"2022"	"2022"	"Female"	"F"	"Minnesota"	"27"	230	2845968	8.0816
	"2022"	"2022"	"Female"	"F"	"Mississippi"	"28"	129	1511281	8.5358
	"2022"	"2022"	"Female"	"F"	"Missouri"	"29"	145	3123136	4.6428
	"2022"	"2022"	"Female"	"F"	"Montana"	"30"	86	553021	15.5509
	"2022"	"2022"	"Female"	"F"	"Nebraska"	"31"	66	977251	6.7536
	"2022"	"2022"	"Female"	"F"	"Nevada"	"32"	159	1573920	10.1022
	"2022"	"2022"	"Female"	"F"	"New Hampshire"	"33"	69	697422	9.8936
	"2022"	"2022"	"Female"	"F"	"New Jersey"	"34"	125	4696685	2.6615
	"2022"	"2022"	"Female"	"F"	"New Mexico"	"35"	165	1060193	15.5632
	"2022"	"2022"	"Female"	"F"	"New York"	"36"	293	10050941	2.9151
	"2022"	"2022"	"Female"	"F"	"North Carolina"	"37"	319	5459144	5.8434
	"2022"	"2022"	"Female"	"F"	"North Dakota"	"38"	33	378798	8.7118
	"2022"	"2022"	"Female"	"F"	"Ohio"	"39"	338	5946374	5.6841
	"2022"	"2022"	"Female"	"F"	"Oklahoma"	"40"	183	2015318	9.0805
	"2022"	"2022"	"Female"	"F"	"Oregon"	"41"	300	2122965	14.1312
	"2022"	"2022"	"Female"	"F"	"Pennsylvania"	"42"	244	6566665	3.7157
	"2022"	"2022"	"Female"	"F"	"Rhode Island"	"44"	51	556739	9.1605
	"2022"	"2022"	"Female"	"F"	"South Carolina"	"45"	192	2710515	7.0835
	"2022"	"2022"	"Female"	"F"	"South Dakota"	"46"	85	447101	19.0114
	"2022"	"2022"	"Female"	"F"	"Tennessee"	"47"	265	3588981	7.3837
	"2022"	"2022"	"Female"	"F"	"Texas"	"48"	589	15010122	3.9240
	"2022"	"2022"	"Female"	"F"	"Utah"	"49"	73	1663969	4.3871
	"2022"	"2022"	"Female"	"F"	"Vermont"	"50"	25	325039	7.6914
	"2022"	"2022"	"Female"	"F"	"Virginia"	"51"	170	4384505	3.8773
	"2022"	"2022"	"Female"	"F"	"Washington"	"53"	409	3857444	10.6029
	"2022"	"2022"	"Female"	"F"	"West Virginia"	"54"	45	888850	5.0627
	"2022"	"2022"	"Female"	"F"	"Wisconsin"	"55"	192	2937233	6.5368
	"2022"	"2022"	"Female"	"F"	"Wyoming"	"56"	45	283427	15.8771
	"2022"	"2022"	"Male"	"M"	"Alabama"	"01"	238	2467360	9.6459
	"2022"	"2022"	"Male"	"M"	"Alaska"	"02"	72	385947	18.6554
	"2022"	"2022"	"Male"	"M"	"Arizona"	"04"	551	3679034	14.9768
	"2022"	"2022"	"Male"	"M"	"Arkansas"	"05"	161	1505477	10.6943
	"2022"	"2022"	"Male"	"M"	"California"	"06"	3295	19535016	16.8671
	"2022"	"2022"	"Male"	"M"	"Colorado"	"08"	580	2964544	19.5646
	"2022"	"2022"	"Male"	"M"	"Connecticut"	"09"	211	1776254	11.8789
	"2022"	"2022"	"Male"	"M"	"Delaware"	"10"	52	494520	10.5152
	"2022"	"2022"	"Male"	"M"	"District of Columbia"	"11"	32	319682	10.0099
	"2022"	"2022"	"Male"	"M"	"Florida"	"12"	1401	10945426	12.7999
	"2022"	"2022"	"Male"	"M"	"Georgia"	"13"	479	5330652	8.9858
	"2022"	"2022"	"Male"	"M"	"Hawaii"	"15"	47	724711	6.4853
	"2022"	"2022"	"Male"	"M"	"Idaho"	"16"	156	977139	15.9650
	"2022"	"2022"	"Male"	"M"	"Illinois"	"17"	634	6228734	10.1786
	"2022"	"2022"	"Male"	"M"	"Indiana"	"18"	460	3395488	13.5474
	"2022"	"2022"	"Male"	"M"	"Iowa"	"19"	229	1606737	14.2525
	"2022"	"2022"	"Male"	"M"	"Kansas"	"20"	230	1475455	15.5884
	"2022"	"2022"	"Male"	"M"	"Kentucky"	"21"	273	2240509	12.1847
	"2022"	"2022"	"Male"	"M"	"Louisiana"	"22"	235	2247370	10.4567
	"2022"	"2022"	"Male"	"M"	"Maine"	"23"	123	683232	18.0027
	"2022"	"2022"	"Male"	"M"	"Maryland"	"24"	238	3001909	7.9283
	"2022"	"2022"	"Male"	"M"	"Massachusetts"	"25"	322	3417950	9.4209
	"2022"	"2022"	"Male"	"M"	"Michigan"	"26"	641	4982544	12.8649
	"2022"	"2022"	"Male"	"M"	"Minnesota"	"27"	440	2871216	15.3245
	"2022"	"2022"	"Male"	"M"	"Mississippi"	"28"	222	1428776	15.5378
	"2022"	"2022"	"Male"	"M"	"Missouri"	"29"	310	3054821	10.1479
	"2022"	"2022"	"Male"	"M"	"Montana"	"30"	130	569846	22.8132
	"2022"	"2022"	"Male"	"M"	"Nebraska"	"31"	150	990672	15.1412
	"2022"	"2022"	"Male"	"M"	"Nevada"	"32"	282	1603852	17.5827
	"2022"	"2022"	"Male"	"M"	"New Hampshire"	"33"	106	697809	15.1904
	"2022"	"2022"	"Male"	"M"	"New Jersey"	"34"	289	4565014	6.3308
	"2022"	"2022"	"Male"	"M"	"New Mexico"	"35"	339	1053151	32.1891
	"2022"	"2022"	"Male"	"M"	"New York"	"36"	795	9626210	8.2587
	"2022"	"2022"	"Male"	"M"	"North Carolina"	"37"	665	5239829	12.6913
	"2022"	"2022"	"Male"	"M"	"North Dakota"	"38"	73	400463	18.2289
	"2022"	"2022"	"Male"	"M"	"Ohio"	"39"	707	5809684	12.1693
	"2022"	"2022"	"Male"	"M"	"Oklahoma"	"40"	396	2004482	19.7557
	"2022"	"2022"	"Male"	"M"	"Oregon"	"41"	466	2117172	22.0105
	"2022"	"2022"	"Male"	"M"	"Pennsylvania"	"42"	552	6405343	8.6178
	"2022"	"2022"	"Male"	"M"	"Rhode Island"	"44"	74	536995	13.7804
	"2022"	"2022"	"Male"	"M"	"South Carolina"	"45"	420	2572119	16.3289
	"2022"	"2022"	"Male"	"M"	"South Dakota"	"46"	143	462723	30.9040
	"2022"	"2022"	"Male"	"M"	"Tennessee"	"47"	584	3462358	16.8671
	"2022"	"2022"	"Male"	"M"	"Texas"	"48"	1616	15019450	10.7594
	"2022"	"2022"	"Male"	"M"	"Utah"	"49"	132	1716831	7.6886
	"2022"	"2022"	"Male"	"M"	"Vermont"	"50"	45	322025	13.9741
	"2022"	"2022"	"Male"	"M"	"Virginia"	"51"	366	4299114	8.5134
	"2022"	"2022"	"Male"	"M"	"Washington"	"53"	716	3928342	18.2265
	"2022"	"2022"	"Male"	"M"	"West Virginia"	"54"	137	886306	15.4574
	"2022"	"2022"	"Male"	"M"	"Wisconsin"	"55"	422	2955306	14.2794
	"2022"	"2022"	"Male"	"M"	"Wyoming"	"56"	83	297954	27.8566
	"2023"	"2023"	"Female"	"F"	"Alabama"	"01"	90	2629215	3.4231
	"2023"	"2023"	"Female"	"F"	"Alaska"	"02"	65	348061	18.6749
	"2023"	"2023"	"Female"	"F"	"Arizona"	"04"	349	3723615	9.3726
	"2023"	"2023"	"Female"	"F"	"Arkansas"	"05"	70	1553895	4.5048
	"2023"	"2023"	"Female"	"F"	"California"	"06"	1397	19519540	7.1569
	"2023"	"2023"	"Female"	"F"	"Colorado"	"08"	325	2901403	11.2015
	"2023"	"2023"	"Female"	"F"	"Connecticut"	"09"	86	1843238	4.6657
	"2023"	"2023"	"Female"	"F"	"Delaware"	"10"	18	532742	Unreliable
	"2023"	"2023"	"Female"	"F"	"District of Columbia"	"11"	13	357257	Unreliable
	"2023"	"2023"	"Female"	"F"	"Florida"	"12"	659	11501917	5.7295
	"2023"	"2023"	"Female"	"F"	"Georgia"	"13"	188	5654215	3.3250
	"2023"	"2023"	"Female"	"F"	"Hawaii"	"15"	19	715343	Unreliable
	"2023"	"2023"	"Female"	"F"	"Idaho"	"16"	94	976267	9.6285
	"2023"	"2023"	"Female"	"F"	"Illinois"	"17"	230	6348606	3.6228
	"2023"	"2023"	"Female"	"F"	"Indiana"	"18"	162	3457728	4.6852
	"2023"	"2023"	"Female"	"F"	"Iowa"	"19"	82	1598960	5.1283
	"2023"	"2023"	"Female"	"F"	"Kansas"	"20"	80	1465908	5.4574
	"2023"	"2023"	"Female"	"F"	"Kentucky"	"21"	86	2283019	3.7669
	"2023"	"2023"	"Female"	"F"	"Louisiana"	"22"	86	2338851	3.6770
	"2023"	"2023"	"Female"	"F"	"Maine"	"23"	50	708167	7.0605
	"2023"	"2023"	"Female"	"F"	"Maryland"	"24"	116	3175850	3.6526
	"2023"	"2023"	"Female"	"F"	"Massachusetts"	"25"	158	3580964	4.4122
	"2023"	"2023"	"Female"	"F"	"Michigan"	"26"	314	5063720	6.2010
	"2023"	"2023"	"Female"	"F"	"Minnesota"	"27"	208	2862540	7.2663
	"2023"	"2023"	"Female"	"F"	"Mississippi"	"28"	78	1513972	5.1520
	"2023"	"2023"	"Female"	"F"	"Missouri"	"29"	129	3138564	4.1102
	"2023"	"2023"	"Female"	"F"	"Montana"	"30"	79	558871	14.1356
	"2023"	"2023"	"Female"	"F"	"Nebraska"	"31"	68	983627	6.9132
	"2023"	"2023"	"Female"	"F"	"Nevada"	"32"	145	1586320	9.1407
	"2023"	"2023"	"Female"	"F"	"New Hampshire"	"33"	51	702361	7.2612
	"2023"	"2023"	"Female"	"F"	"New Jersey"	"34"	107	4718529	2.2677
	"2023"	"2023"	"Female"	"F"	"New Mexico"	"35"	140	1063315	13.1664
	"2023"	"2023"	"Female"	"F"	"New York"	"36"	309	10015595	3.0852
	"2023"	"2023"	"Female"	"F"	"North Carolina"	"37"	288	5538969	5.1995
	"2023"	"2023"	"Female"	"F"	"North Dakota"	"38"	42	381838	10.9994
	"2023"	"2023"	"Female"	"F"	"Ohio"	"39"	273	5973286	4.5703
	"2023"	"2023"	"Female"	"F"	"Oklahoma"	"40"	161	2037066	7.9035
	"2023"	"2023"	"Female"	"F"	"Oregon"	"41"	251	2125147	11.8109
	"2023"	"2023"	"Female"	"F"	"Pennsylvania"	"42"	237	6571832	3.6063
	"2023"	"2023"	"Female"	"F"	"Rhode Island"	"44"	42	558503	7.5201
	"2023"	"2023"	"Female"	"F"	"South Carolina"	"45"	145	2762518	5.2488
	"2023"	"2023"	"Female"	"F"	"South Dakota"	"46"	85	451921	18.8086
	"2023"	"2023"	"Female"	"F"	"Tennessee"	"47"	215	3631374	5.9206
	"2023"	"2023"	"Female"	"F"	"Texas"	"48"	587	15287209	3.8398
	"2023"	"2023"	"Female"	"F"	"Utah"	"49"	62	1686145	3.6770
	"2023"	"2023"	"Female"	"F"	"Vermont"	"50"	26	326028	7.9748
	"2023"	"2023"	"Female"	"F"	"Virginia"	"51"	166	4409697	3.7644
	"2023"	"2023"	"Female"	"F"	"Washington"	"53"	334	3878878	8.6107
	"2023"	"2023"	"Female"	"F"	"West Virginia"	"54"	45	886438	5.0765
	"2023"	"2023"	"Female"	"F"	"Wisconsin"	"55"	239	2951439	8.0977
	"2023"	"2023"	"Female"	"F"	"Wyoming"	"56"	27	285032	9.4726
	"2023"	"2023"	"Male"	"M"	"Alabama"	"01"	242	2479253	9.7610
	"2023"	"2023"	"Male"	"M"	"Alaska"	"02"	91	385345	23.6152
	"2023"	"2023"	"Male"	"M"	"Arizona"	"04"	528	3707729	14.2405
	"2023"	"2023"	"Male"	"M"	"Arkansas"	"05"	189	1513837	12.4848
	"2023"	"2023"	"Male"	"M"	"California"	"06"	3130	19445653	16.0961
	"2023"	"2023"	"Male"	"M"	"Colorado"	"08"	578	2976207	19.4207
	"2023"	"2023"	"Male"	"M"	"Connecticut"	"09"	198	1773938	11.1616
	"2023"	"2023"	"Male"	"M"	"Delaware"	"10"	55	499148	11.0188
	"2023"	"2023"	"Male"	"M"	"District of Columbia"	"11"	27	321715	8.3925
	"2023"	"2023"	"Male"	"M"	"Florida"	"12"	1286	11108809	11.5764
	"2023"	"2023"	"Male"	"M"	"Georgia"	"13"	508	5375012	9.4511
	"2023"	"2023"	"Male"	"M"	"Hawaii"	"15"	32	719795	4.4457
	"2023"	"2023"	"Male"	"M"	"Idaho"	"16"	146	988459	14.7705
	"2023"	"2023"	"Male"	"M"	"Illinois"	"17"	560	6201083	9.0307
	"2023"	"2023"	"Male"	"M"	"Indiana"	"18"	363	3404471	10.6624
	"2023"	"2023"	"Male"	"M"	"Iowa"	"19"	185	1608044	11.5047
	"2023"	"2023"	"Male"	"M"	"Kansas"	"20"	201	1474638	13.6305
	"2023"	"2023"	"Male"	"M"	"Kentucky"	"21"	290	2243135	12.9283
	"2023"	"2023"	"Male"	"M"	"Louisiana"	"22"	197	2234898	8.8147
	"2023"	"2023"	"Male"	"M"	"Maine"	"23"	103	687555	14.9806
	"2023"	"2023"	"Male"	"M"	"Maryland"	"24"	242	3004403	8.0548
	"2023"	"2023"	"Male"	"M"	"Massachusetts"	"25"	295	3420435	8.6246
	"2023"	"2023"	"Male"	"M"	"Michigan"	"26"	585	4973541	11.7622
	"2023"	"2023"	"Male"	"M"	"Minnesota"	"27"	369	2875375	12.8331
	"2023"	"2023"	"Male"	"M"	"Mississippi"	"28"	207	1425718	14.5190
	"2023"	"2023"	"Male"	"M"	"Missouri"	"29"	261	3057592	8.5361
	"2023"	"2023"	"Male"	"M"	"Montana"	"30"	106	573941	18.4688
	"2023"	"2023"	"Male"	"M"	"Nebraska"	"31"	126	994752	12.6665
	"2023"	"2023"	"Male"	"M"	"Nevada"	"32"	272	1607856	16.9169
	"2023"	"2023"	"Male"	"M"	"New Hampshire"	"33"	90	699693	12.8628
	"2023"	"2023"	"Male"	"M"	"New Jersey"	"34"	239	4572312	5.2271
	"2023"	"2023"	"Male"	"M"	"New Mexico"	"35"	293	1051056	27.8767
	"2023"	"2023"	"Male"	"M"	"New York"	"36"	674	9555621	7.0534
	"2023"	"2023"	"Male"	"M"	"North Carolina"	"37"	598	5296522	11.2904
	"2023"	"2023"	"Male"	"M"	"North Dakota"	"38"	59	402088	14.6734
	"2023"	"2023"	"Male"	"M"	"Ohio"	"39"	702	5812649	12.0771
	"2023"	"2023"	"Male"	"M"	"Oklahoma"	"40"	368	2016758	18.2471
	"2023"	"2023"	"Male"	"M"	"Oregon"	"41"	470	2108211	22.2938
	"2023"	"2023"	"Male"	"M"	"Pennsylvania"	"42"	493	6389851	7.7154
	"2023"	"2023"	"Male"	"M"	"Rhode Island"	"44"	78	537459	14.5127
	"2023"	"2023"	"Male"	"M"	"South Carolina"	"45"	362	2611037	13.8642
	"2023"	"2023"	"Male"	"M"	"South Dakota"	"46"	110	467397	23.5346
	"2023"	"2023"	"Male"	"M"	"Tennessee"	"47"	489	3495115	13.9910
	"2023"	"2023"	"Male"	"M"	"Texas"	"48"	1569	15216092	10.3115
	"2023"	"2023"	"Male"	"M"	"Utah"	"49"	142	1731589	8.2006
	"2023"	"2023"	"Male"	"M"	"Vermont"	"50"	43	321436	13.3775
	"2023"	"2023"	"Male"	"M"	"Virginia"	"51"	347	4306001	8.0585
	"2023"	"2023"	"Male"	"M"	"Washington"	"53"	626	3934002	15.9125
	"2023"	"2023"	"Male"	"M"	"West Virginia"	"54"	126	883633	14.2593
	"2023"	"2023"	"Male"	"M"	"Wisconsin"	"55"	367	2959516	12.4007
	"2023"	"2023"	"Male"	"M"	"Wyoming"	"56"	65	299025	21.7373
	"2024 (provisional)"	"2024"	"Female"	"F"	"Alabama"	"01"	116	2629215	4.4120
	"2024 (provisional)"	"2024"	"Female"	"F"	"Alaska"	"02"	51	348061	14.6526
	"2024 (provisional)"	"2024"	"Female"	"F"	"Arizona"	"04"	370	3723615	9.9366
	"2024 (provisional)"	"2024"	"Female"	"F"	"Arkansas"	"05"	74	1553895	4.7622
	"2024 (provisional)"	"2024"	"Female"	"F"	"California"	"06"	1319	19519540	6.7573
	"2024 (provisional)"	"2024"	"Female"	"F"	"Colorado"	"08"	294	2901403	10.1330
	"2024 (provisional)"	"2024"	"Female"	"F"	"Connecticut"	"09"	87	1843238	4.7200
	"2024 (provisional)"	"2024"	"Female"	"F"	"Delaware"	"10"	29	532742	5.4435
	"2024 (provisional)"	"2024"	"Female"	"F"	"District of Columbia"	"11"	11	357257	Unreliable
	"2024 (provisional)"	"2024"	"Female"	"F"	"Florida"	"12"	619	11501917	5.3817
	"2024 (provisional)"	"2024"	"Female"	"F"	"Georgia"	"13"	215	5654215	3.8025
	"2024 (provisional)"	"2024"	"Female"	"F"	"Hawaii"	"15"	16	715343	Unreliable
	"2024 (provisional)"	"2024"	"Female"	"F"	"Idaho"	"16"	75	976267	7.6823
	"2024 (provisional)"	"2024"	"Female"	"F"	"Illinois"	"17"	252	6348606	3.9694
	"2024 (provisional)"	"2024"	"Female"	"F"	"Indiana"	"18"	150	3457728	4.3381
	"2024 (provisional)"	"2024"	"Female"	"F"	"Iowa"	"19"	86	1598960	5.3785
	"2024 (provisional)"	"2024"	"Female"	"F"	"Kansas"	"20"	71	1465908	4.8434
	"2024 (provisional)"	"2024"	"Female"	"F"	"Kentucky"	"21"	99	2283019	4.3364
	"2024 (provisional)"	"2024"	"Female"	"F"	"Louisiana"	"22"	92	2338851	3.9336
	"2024 (provisional)"	"2024"	"Female"	"F"	"Maine"	"23"	48	708167	6.7781
	"2024 (provisional)"	"2024"	"Female"	"F"	"Maryland"	"24"	82	3175850	2.5820
	"2024 (provisional)"	"2024"	"Female"	"F"	"Massachusetts"	"25"	161	3580964	4.4960
	"2024 (provisional)"	"2024"	"Female"	"F"	"Michigan"	"26"	271	5063720	5.3518
	"2024 (provisional)"	"2024"	"Female"	"F"	"Minnesota"	"27"	207	2862540	7.2313
	"2024 (provisional)"	"2024"	"Female"	"F"	"Mississippi"	"28"	97	1513972	6.4070
	"2024 (provisional)"	"2024"	"Female"	"F"	"Missouri"	"29"	127	3138564	4.0464
	"2024 (provisional)"	"2024"	"Female"	"F"	"Montana"	"30"	58	558871	10.3781
	"2024 (provisional)"	"2024"	"Female"	"F"	"Nebraska"	"31"	46	983627	4.6766
	"2024 (provisional)"	"2024"	"Female"	"F"	"Nevada"	"32"	122	1586320	7.6908
	"2024 (provisional)"	"2024"	"Female"	"F"	"New Hampshire"	"33"	53	702361	7.5460
	"2024 (provisional)"	"2024"	"Female"	"F"	"New Jersey"	"34"	101	4718529	2.1405
	"2024 (provisional)"	"2024"	"Female"	"F"	"New Mexico"	"35"	152	1063315	14.2949
	"2024 (provisional)"	"2024"	"Female"	"F"	"New York"	"36"	262	10015595	2.6159
	"2024 (provisional)"	"2024"	"Female"	"F"	"North Carolina"	"37"	246	5538969	4.4413
	"2024 (provisional)"	"2024"	"Female"	"F"	"North Dakota"	"38"	27	381838	7.0711
	"2024 (provisional)"	"2024"	"Female"	"F"	"Ohio"	"39"	251	5973286	4.2020
	"2024 (provisional)"	"2024"	"Female"	"F"	"Oklahoma"	"40"	142	2037066	6.9708
	"2024 (provisional)"	"2024"	"Female"	"F"	"Oregon"	"41"	283	2125147	13.3167
	"2024 (provisional)"	"2024"	"Female"	"F"	"Pennsylvania"	"42"	229	6571832	3.4846
	"2024 (provisional)"	"2024"	"Female"	"F"	"Rhode Island"	"44"	45	558503	8.0573
